"","Elevation","PCC","LitDep","DepO","DepA","pH","PctOM","P","K","Ca","Mg","B","Mn","Fe","Al","Na","ECEC","Pb","Ni","Cr"
"1",-0.758871782776299,0.615155334593821,0.350426005188018,0.0877168112580425,-0.130847267064509,-2.36456783648807,-0.827688654513169,0.442212576326812,0.402287413683347,-0.579874139181601,-1.41396433590447,-0.471362927522844,3.34579403027408,3.29843292989308,2.89826873571886,-0.723712090429236,-2.3133814969478,0.35218036253025,-0.900204648820307,0.0944525912878029
"2",-0.79623687708115,0.766528818941559,-0.208717688305623,-0.397054935558985,-0.242603495644805,-2.45366624042378,-0.891939679481299,-0.216433296533701,-0.155142231285954,-0.714606638850909,-1.3898979690923,-0.65319956248484,2.24820949949689,3.79642799643538,1.63777030109781,-0.723712090429236,-2.41253658309187,-0.264135271897687,-0.866856541055779,-0.219373760410381
"3",0.1329939627217,0.766528818941559,1.05057115182352,0.606627413484722,0.841627985142987,-0.226206142030961,-0.644114297461368,-0.672418900821749,-1.08419163956812,1.32188105526571,-1.36441593364412,-0.471362927522844,1.21664509087171,-0.50540172731302,-0.157485045180663,-0.258307228946127,-0.552300945214934,-0.792405815693061,-0.886865405714496,-0.84702646380675
"4",0.10384802332634,0.696664133857989,-1.05958852623072,0.0330946426026039,-0.0586958773845974,-0.285605077988102,-1.01126301156497,-0.697751434393307,-1.08419163956812,0.743604397393019,-1.39556064363634,-0.289526292560848,-0.235797596472535,-0.219319455044038,0.53005955552173,-0.568577136601533,-1.11489828181503,0,-0.88019578416159,-0.533200112108565
"5",0.178753087572414,0.195967224092393,0.471978982034455,0.128683437749624,1.19846366236429,-1.25083778729166,-0.910297115186479,-0.773749035107982,-1.08419163956812,0.303637208207402,-1.41538000454048,-0.835036197446836,1.33218030463773,-0.198128175616706,0.224484177431777,-0.646144613515384,-1.53738517060284,-0.704360725060499,-0.866856541055779,-0.84702646380675
"6",1.3571234173268,0.626799448774417,2.00354649029963,0.415449823190683,1.64533172583834,-1.16173938335594,-0.350395326178486,-0.672418900821749,-1.45581140288099,-0.528604249926908,-1.43378369680861,-0.65319956248484,0.490423747199588,-0.00740666077071794,6.51424404311663,-0.335874705859978,-2.31984813300067,-0.352180362530249,-0.873526162608685,0.408278942985987
"7",1.1705894051965,0.522002421149059,-0.378891855890642,0.224272232896643,1.82978832206351,-1.38448539319523,-0.634935579608778,-0.773749035107982,-0.935543734242975,-0.186407547226984,-1.42812102226457,-0.65319956248484,0.671979083117619,-0.102767418193712,1.981542601449,-0.335874705859978,-1.99436078500598,0.968495996958186,-0.860186919502874,-0.533200112108565
"8",1.24636884762443,0.708308248038583,0.642153149619474,-0.874998911294083,0.374996714930519,-0.641998693730952,-1.01126301156497,-0.773749035107982,-0.712571876255255,0.104519266218248,-1.30920485683973,-0.471362927522844,-0.194535020127528,0.2362930526436,0.288145714533851,-0.801279567343087,-1.57834053227104,-0.0880450906325623,-0.900204648820307,-0.533200112108565
"9",1.1705894051965,0.650087677135607,0.642153149619474,-1.20955969430865,0.245594766048071,-0.597449491763097,-0.974548140154609,-0.748416501536424,-1.1585155922307,0.602910282694096,-1.33610256092392,-0.471362927522844,0.102555529556522,-0.304084572753366,-0.157485045180663,-0.723712090429236,-1.16663137023803,-0.352180362530249,-0.900204648820307,-0.84702646380675
"10",-0.572337770645999,0.137746653189416,-0.719240191060681,-0.922793308867593,-0.675088336437019,0.694477365304738,-0.111748662011145,0.543542710613045,-0.117980254954668,-0.441564670494524,1.06628711438497,1.8925133269831,-0.112009867437514,-0.568975565595016,-0.424863501009371,-0.491009659687681,0.952269709753899,0.0880450906325625,-0.413322275458209,1.03593164638236
"11",-0.537362643371567,0.522002421149059,2.68424316063971,-0.234553983809051,-0.530816927246623,-0.938993373516662,-0.120927379863735,0.391547509183696,0.662421248002354,-0.52145031189137,0.439145908632564,-0.107689657598852,1.61276582378378,0.18331485407527,-0.28480811938481,-0.335874705859978,0.0965182054234882,0.176090181265125,0.387032310890446,1.97741070147691
"12",-0.559513557312041,0.265831909175964,0.739395531096626,-0.731615718573554,-0.55434455431616,-0.894444171548805,0.521582869817568,0.543542710613045,0.885393105990074,-0.596566661264524,0.512760677705081,-0.65319956248484,0.226343258591543,2.11172128196248,-0.233878889703151,-0.41344218277383,0.124540294985945,1.14458617822331,0.0268727470335512,3.86036881166601
"13",-0.560679394887855,-0.444459055840346,0.20898254122124,0.380690261319036,-1.06482276588549,-1.39933512718451,3.2568407898894,1.07552591561577,1.44282275095937,-0.486872944719601,-0.287092101640543,-0.835036197446836,1.68703846120479,0.0773584569386101,-0.348469656486883,0.0519626787092793,-0.782944297767463,3.5218036253025,-0.44000076166983,-0.533200112108565
"14",0.593499805168379,0.778172933122155,-0.719240191060681,-0.158082947691436,-0.168491470375766,-0.938993373516662,0.237042616387277,0.290217374897463,0.848231129658787,0.266675195023787,-0.339471841172911,-0.289526292560848,4.6579439580453,-0.060384859339048,-0.132020430339834,0.0519626787092793,-0.177236054148205,-0.880450906325624,0.00686388237483475,-0.219373760410381
"15",0.342844726368288,-0.0252709453389171,2.40061954799801,-1.03749986304402,-0.735435986911983,-0.968692841495233,1.64138644783355,1.58217658704693,0.69958322433364,-0.427256794423447,0.265018666403339,-0.471362927522844,-0.351332810238555,-0.335871491894364,-0.424863501009371,-0.41344218277383,-0.0392811516868795,0.35218036253025,-0.560053949622129,-0.84702646380675
"16",0.389478229400863,0.149390767370012,0.560469549178665,0.155448300390789,-0.629632960938675,0.412332419508315,0.558297741227929,0.163554707039672,1.07120298764651,-0.461834161595216,1.3833968888512,0.25598361232514,-0.14501992851352,-0.282893293326034,-0.437595808429786,-0.723712090429236,1.35320114503213,0.0880450906325625,0.547103228160176,-0.84702646380675
"17",0.53520792637766,0.230899566634178,1.06758856858202,0.925256730641457,-0.622313254739265,0.0559388037654635,2.50418592597702,2.44348272847991,0.439449390014633,0.0401338238984012,1.38905956339524,0.983330152173124,-0.161524959051523,-0.547784286167684,-0.450328115850201,-0.0256047982045723,1.80586566873335,0.176090181265125,0.266979122938147,-0.84702646380675
"18",0.522378965604017,0.580222992052036,0.111209746754213,-0.18102425852672,-0.530816927246623,-0.686547895698809,1.49452696219211,-0.115103162247468,1.07120298764651,-0.482103652695908,0.695381931750366,-0.289526292560848,1.06809981602969,0.617736082335576,-0.412131193588957,0.982772401675498,0.462960915086384,1.67285672201869,0.447058904866594,-0.533200112108565
"19",0.214602593028706,0.754884704760965,1.62538167344403,-0.901551354390476,-0.658911785736319,-1.26568752128094,-0.414646351146616,0.543542710613045,0.47661136634592,0.0639802840168628,-0.347965852988971,-0.289526292560848,0.292363380743555,0.268079971784598,-0.0938235080785897,-0.180739752032275,-0.377701771787319,0.440225453162812,0.347014581573013,-0.533200112108565
"20",0.610987368805594,0.98776698837287,-0.657358675575213,0.10261376634589,-1.04319636120541,0.842974705197593,-0.267786865505176,-0.368428497963051,0.0678296267017661,-0.677644625667294,0.752008677190764,0.619656882249132,-0.995029001220665,-0.431232249317358,-0.373934271327713,-0.41344218277383,0.342250375432724,-0.616315634427937,0.0602208547980784,-0.219373760410381
"21",0.541037114256732,0.813105275663941,-0.427513046629225,-0.676993549918115,-0.977841841567811,0.278684813604746,-0.102569944158555,0.138222173468114,0.662421248002354,-0.228138852434292,0.589206784049619,-0.107689657598852,-0.796968634764631,-0.431232249317358,-0.412131193588957,0.0519626787092793,0.551338274475671,0.35218036253025,-0.0731715762600306,-0.84702646380675
"22",0.395307417279935,0.848037618205727,1.66319815512959,-0.349260537985475,-0.71746943533161,-1.33993619122737,0.328829794913177,-0.5204236993924,0.550935319008493,0.593371698646711,-1.18887302277888,-0.471362927522844,1.81082619023981,0.374036368921258,0.899296470713755,-0.646144613515384,-0.964010107247953,-0.264135271897687,-0.886865405714496,-0.219373760410381
"23",-0.348496956089638,0.487070078607274,-2.76133020208091,0.920158661566947,-0.403454039376867,0.709327099294024,-0.111748662011145,0.898198180614861,0.14215357936434,-0.728914514921986,1.23192034479814,1.16516678713512,-0.433857962928569,-0.367658411035362,-0.424863501009371,-0.41344218277383,0.907003257383776,-0.440225453162812,0.840566576488016,-0.533200112108565
"24",-0.378225814272905,-0.199932658047846,0.528703704562799,0.0330946426026039,-0.878502971718657,-1.47358379713094,2.62350925806069,1.05019338204421,0.513773342677207,-0.595374338258601,-0.07049480033102,-0.65319956248484,0.259353319667549,-0.070980499052714,-0.424863501009371,-0.41344218277383,-0.619122851094639,3.43375853466993,-0.359965303034965,-0.533200112108565
"25",-0.456919850640375,0.626799448774417,-1.6474629233426,-0.922793308867593,-1.07979489220247,0.679627631315452,0.78776568754268,0.61954031132772,0.69958322433364,-0.545296772009832,1.13423920891345,0.437820247287136,-0.20278753539653,-0.335871491894364,-0.450328115850201,-0.568577136601533,0.956580800455815,0.35218036253025,-0.126528548683274,-0.533200112108565
"26",-0.478487845792941,0.615155334593821,0.18835536939276,-0.370502492462592,-0.921201257881891,0.397482685519028,1.15491440164628,1.25285365061668,1.66579460894709,-0.525027280909139,0.424989222272464,0.0741469773631439,0.193333197515538,-0.219319455044038,-0.437595808429786,0.129530155623131,0.0900515693706133,2.1130821751815,-0.193224764212329,-0.533200112108565
"27",-0.430105586396645,-0.584188426007489,-0.233222768437866,-0.158082947691436,-0.86020370622013,-1.13203991537737,2.39404131174594,2.74747313133861,2.00025239592868,-0.63352867444814,-0.141278232131518,-0.65319956248484,0.259353319667549,-0.325275852180698,-0.450328115850201,-0.0256047982045723,-0.722589027940633,1.49676654075356,-0.393313410799492,-0.533200112108565
"28",-0.406788834880357,0.452137736065488,-0.44696152292465,0.10956567872022,-0.36612353775987,-0.166807206073819,-0.809331218807989,-0.469758632249283,-1.08419163956812,-0.815954094354371,0.460380938172713,-0.471362927522844,0.0695454684805168,-0.304084572753366,-0.399398886168542,-0.646144613515384,-0.168613872744372,-0.440225453162812,0.347014581573013,-0.219373760410381
"29",0.36421841525822,0.54529064951025,1.23776273616704,0.176477835323133,-0.648455062594305,0.0856382717440338,1.40273978366621,1.63284165419005,1.03404101131522,-0.644259581501447,1.15405856981759,-0.107689657598852,0.473918716661586,-0.526593006740352,-0.424863501009371,-0.335874705859978,0.898381075979944,-0.176090181265125,0.467067769525311,-0.219373760410381
"30",0.0213392964605507,-0.595832540188084,-0.151992965777278,-0.604138501365488,-0.841904440721602,0.219285877647604,1.40273978366621,1.15152351633044,0.848231129658787,-0.604912922305986,0.634508180401937,0.25598361232514,-0.334827779700552,-0.50540172731302,-0.450328115850201,-0.646144613515384,0.271117378851103,0.528270543795374,-0.533375463410507,-0.219373760410381
"31",-0.298482524087201,0.603511220413227,-0.330270665152059,0.64486293154353,-0.640612520237792,-0.463801885859527,-0.0842125084533747,-0.140435695819027,-1.12135361589941,-0.780184404176679,0.25652465458728,-0.65319956248484,-0.532888146156586,-0.473614808172022,-0.386666578748127,-0.646144613515384,-0.397101679945943,0.264135271897687,-0.0198146038367871,-0.533200112108565
"32",-0.052607379347949,-0.0252709453389171,-0.106613187754611,-0.391744446939709,-0.89314238411748,-1.32508645723808,3.86263616816035,5.28072648849443,2.29754820657897,-0.0779061536879838,-0.0846514866911195,-0.65319956248484,-0.169777474320524,-0.367658411035362,-0.412131193588957,-0.568577136601533,-0.142747328532874,5.10661525668862,-0.560053949622129,-0.219373760410381
"33",-0.350828631241267,-0.281441457312013,-0.908322599488481,-1.11397089916163,-0.486898690050156,0.248985345626174,0.943803891036711,-0.115103162247468,-0.489600018267535,-0.559604648080909,1.39896924384731,-0.107689657598852,-0.664928390460609,-0.102767418193712,-0.297540426805225,-0.103172275118424,1.26266824029188,0.176090181265125,0.100238584115511,0.0944525912878029
"34",0.183022311545081,-0.246509114770227,-0.378891855890642,-0.0624941525444158,1.03377027287753,1.16966885296187,-0.790973783102808,-0.343095964391492,-0.415276065604961,-0.647836550519217,0.226795613231071,-0.107689657598852,-0.631918329384603,-0.537188646454018,-0.081091200658175,-0.646144613515384,-0.30441322985474,-0.968495996958186,-0.80682994707963,-0.533200112108565
"35",0.428211935943685,0.615155334593821,0.812327317204493,0.272066630470153,-0.726880486159424,0.560829759401169,0.484867998407208,0.492877643469929,-0.378114089273675,-0.286562679724523,0.324476749115757,0.0741469773631439,-0.631918329384603,-0.431232249317358,-0.424863501009371,-0.41344218277383,0.146095748495527,-0.528270543795374,-0.533375463410507,-0.219373760410381
"36",0.17769210231902,0.533646535329655,0.0975958133474122,1.02721811213161,-0.388082656358104,0.649928163336882,-0.653293015313958,0.568875244184604,-0.0808182786233808,0.335829929367325,-0.183748291211816,-0.107689657598852,0.259353319667549,-0.494806087599354,-0.399398886168542,-0.646144613515384,0.0684961158610312,-0.968495996958186,-0.139867791789085,-0.219373760410381
"37",0.267065283940353,-1.30433210302276,-0.135785902197755,-0.840860055884431,-1.08763743455898,1.57061167067258,0.347187230618358,1.88616698990563,0.922555082321361,-0.600143630282293,1.77270576375394,6.438429201033,-0.838231211109638,-0.515997367026686,-0.412131193588957,-0.335874705859978,1.71964385469502,-0.880450906325624,-0.526705841857601,-0.533200112108565
"38",0.377819853642719,0.358984822620726,-0.719240191060681,0.479175686622027,0.274350754688615,1.42211433077973,0.695978509016779,-0.824414102251098,-1.27000152122456,-0.447526285524139,2.0940625441282,0.801493517211128,-1.06104912337268,-0.431232249317358,-0.348469656486883,-0.180739752032275,2.23266364822308,-0.616315634427937,-0.753472974656387,-0.533200112108565
"39",0.44194092031251,-0.793782481258204,-0.378891855890642,-1.20955969430865,0.26520112193935,1.82305714849043,-1.24073095787972,-0.545756232963958,-1.79026918986257,-0.61802847537114,-0.864684905132605,-0.107689657598852,-0.986776485951664,-0.45242352874469,-0.412131193588957,-0.801279567343087,-1.68180670911704,-0.792405815693061,2.18783013017492,-0.219373760410381
"40",0.371990665763647,-0.246509114770227,-0.549066023475661,-0.349260537985475,1.00632137462974,1.86760635045829,-0.0107827656326544,-0.571088766535516,-0.824057805249115,-0.588220400223063,0.579297103597549,-0.107689657598852,-0.714443482074617,-0.45242352874469,-0.081091200658175,-0.258307228946127,0.19136220086565,-0.528270543795374,-0.640089408256994,0.408278942985987
"41",1.26385641126165,0.254187794995369,-0.719240191060681,1.56251536495492,0.539690104417272,1.12511965099402,-0.662471733166548,-0.647086367250191,-1.4186494265497,-0.519065665879524,0.218301601415011,4.25638958148905,-0.631918329384603,-0.145149977048376,-0.373934271327713,-0.41344218277383,-0.213880325114495,-0.528270543795374,1.01397673686356,0.408278942985987
"42",1.31631910217329,0.382273050981916,-0.265442410833967,-0.66788985514221,0.475642675172423,0.293534547594031,-0.488076093967337,-0.79908156867954,-1.08419163956812,0.209443690739479,-0.649503272459091,-0.289526292560848,-0.664928390460609,-0.463019168458356,0.0207672587051424,-0.646144613515384,-0.651456031359012,0.0880450906325625,0.327005716914296,0.408278942985987
"43",1.18224778095464,0.347340708440131,1.71181934586817,-0.403882706640914,-0.162217436490556,-0.627148959741667,-0.322859172620716,-0.545756232963958,-0.229466183948528,1.68077028004856,-1.28655415866357,-0.107689657598852,0.746251720538632,-0.378254050749028,-0.0556265858173457,-0.491009659687681,-0.116880784321375,-0.528270543795374,-0.900204648820307,-0.84702646380675
"44",0.762546253661463,0.393917165162512,0.642153149619474,-0.196318465750243,0.534200324767714,0.234135611636889,0.126898002156196,-0.748416501536424,-0.824057805249115,2.87547793198349,-1.16480665596671,0.0741469773631439,0.32537344181956,-0.590166845022348,-0.170217352601078,-0.180739752032275,1.10962452037385,-0.792405815693061,-0.913543891926117,-0.533200112108565
"45",0.995713768824339,0.78981704730275,0.233735147415428,-1.11397089916163,0.138936189999506,-0.864744703570235,-0.478897376114747,-0.748416501536424,-0.749733852586542,1.17880229455494,-1.30071084502367,-0.471362927522844,-0.326575264431551,0.098549736365942,0.886564163293341,-0.646144613515384,-0.595411852234099,-0.264135271897687,-0.906874270373212,-0.533200112108565
"46",-0.770530158534443,0.615155334593821,-0.583100856992665,-1.64926815198494,0.446363850374779,-2.24576996457378,-0.937833268744249,-0.723083967964866,-0.155142231285954,-0.3938717502576,-1.39980764954437,-0.471362927522844,-0.244050111741537,6.86916351339852,1.03935185233832,-0.491009659687681,-2.13447123281826,0.704360725060499,-0.873526162608685,0.0944525912878029
"47",-0.764700970655371,0.673375905496798,-0.463978939683152,-1.25735409188216,-0.421021334255454,-1.54783246707737,-0.910297115186479,-0.723083967964866,-0.229466183948528,0.354907097462095,-1.29221683320761,-0.65319956248484,0.152070621170531,1.31704830343753,0.428201096158412,-0.568577136601533,-1.32183063550702,0.176090181265125,-0.826838811738347,-0.533200112108565
"48",-1.05033117672989,0.533646535329655,-1.05958852623072,0.988982594072801,1.11611696762091,-1.50328326510951,-1.02962044727015,-0.773749035107982,-0.452438041936248,-0.344986507014754,-1.37857262000422,-0.65319956248484,-0.466868024004575,0.850840156036229,1.47225030463242,-0.491009659687681,-2.06764932693856,-0.176090181265125,-0.793490703973819,-0.533200112108565
"49",-0.560679394887855,-0.223220886409036,-0.719240191060681,-0.458504875296352,-1.21311811226317,0.308384281583316,1.54959926930765,1.25285365061668,1.3684987982968,-0.533373541950601,1.15830557572562,-0.107689657598852,-0.755706058419624,-0.314680212467032,-0.424863501009371,0.439800063278537,1.00831388887881,2.46526253771175,-0.359965303034965,-0.533200112108565
"50",-0.508216703976208,0.708308248038583,-1.01096733549214,-0.731615718573554,-0.444548961324991,0.516280557433312,-0.0474976370430145,-0.5204236993924,-0.0436563022920941,-0.743222390993063,1.28005307842248,-0.107689657598852,-0.912503848530651,-0.335871491894364,-0.310272734225639,-0.41344218277383,0.952269709753899,-0.528270543795374,0.393701932443351,0.0944525912878029
"51",-0.583996146404142,-0.234865000589632,-1.30269447992361,-0.0761496947082737,-0.570029639029184,1.08057044902616,0.952982608889301,0.163554707039672,0.811069153327501,-0.743222390993063,1.99638140824351,2.2561865969071,-0.970271455413661,-0.526593006740352,-0.399398886168542,-0.180739752032275,1.87268757461306,-0.616315634427937,0.193613285856187,-0.219373760410381
